,Boat Type,Manufacturer,Type,Year Built,Price (EUR),Length,Width,Material,Number of views last 7 days,Location
1744,Deck Boat,Frauscher power boats,Used boat,2010,99000,7.17,2.25,,333,Germany
1746,Cabin Boat,Bavaria power boats,"Used boat,Unleaded",2010,99000,10.4,3.45,GRP,184,Spain
1747,Motor Yacht,Rhea power boats,"Used boat,Diesel",2006,99000,9.3,3.3,PVC,135,France
1751,"Classic,Trawler",Grand Banks power boats,"Used boat,Diesel",1972,99000,14.64,4.0,Wood,261,Spain
1754,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",2017,99000,8.18,2.6,GRP,229,Germany
1755,Flybridge,Galeon power boats,"Used boat,Diesel",2007,99000,10.08,3.42,,144,Italy
1756,Pilothouse,Rhea power boats,Used boat,2008,99000,8.0,3.1,GRP,135,France
1757,Trawler,,"Used boat,Diesel",2004,99900,9.25,3.33,Steel,116,Germany
1758,Flybridge,Leopard power boats,"Used boat,Diesel",1985,99900,20.5,5.5,,220,Italy
1759,Trawler,Linssen power boats,"Used boat,Diesel",1993,99900,12.35,3.85,Steel,128,Germany
1766,Pilothouse,BÃ©nÃ©teau power boats,"new boat on order,Unleaded",2020,99890,8.25,2.95,GRP,148,Germany
1767,Motor Yacht,Ãchsner power boats,"Used boat,Diesel",2014,99800,9.05,2.55,GRP,244,Germany
1768,Sport Boat,Four Winns power boats,Used boat,2016,99800,8.0,2.54,GRP,154,Germany
1830,Motor Yacht,Windy power boats,"Used boat,Diesel",2004,99999,10.94,3.17,GRP,102,United
1831,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2007,99950,9.8,3.18,PVC,257,United
1832,Motor Yacht,Fairline power boats,"Used boat,Diesel",1990,99950,15.79,4.49,PVC,112,United
6378,Flybridge,Broom power boats,"Used boat,Diesel",1997,95000,10.62,3.76,,103,United
6411,House Boat,,"Used boat,Unleaded",2013,99999,10.5,3.5,,342,Germany
6416,Trawler,Linssen power boats,Diesel,1993,99990,11.0,3.5,Steel,150,Germany
6417,Sport Boat,Parker power boats,"new boat from stock,Unleaded",2019,99990,8.74,2.8,GRP,181,Germany
6420,Flybridge,Jacabo power boats,Used boat,1988,99900,14.0,4.0,Steel,116,Netherlands
6421,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2008,99900,10.56,3.64,GRP,110,Croatia
6422,Motor Yacht,Linssen power boats,"Used boat,Diesel",1992,99900,12.35,3.85,Steel,124,Netherlands
6425,Sport Boat,Airon Marine power boats,new boat on order,2020,99900,7.6,2.5,GRP,104,Germany
6429,House Boat,,new boat from stock,2020,99700,11.49,4.36,Aluminium,103,Lithuania
6432,Flybridge,Sealine power boats,"Used boat,Diesel",2005,99500,10.0,3.0,GRP,116,Croatia
6433,Motor Yacht,Sunseeker power boats,Used boat,1998,99500,11.9,3.7,GRP,102,Netherlands
6434,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2020,99500,8.44,2.87,GRP,108,Germany
6435,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1995,99500,16.61,4.57,GRP,166,Italy
6437,Pilothouse,AXOPAR power boats,Used boat,2017,99500,8.99,2.85,GRP,154,Netherlands
6440,House Boat,Haines Marine power boats,"Used boat,Diesel",2012,99500,10.55,3.81,GRP,153,France
6441,Motor Yacht,Balt Yacht power boats,"new boat from stock,Unleaded",2020,99490,10.6,3.0,GRP,328,Germany
6442,"Classic,Runabout",Riva power boats,"Used boat,Unleaded",1962,99000,6.0,2.16,Wood,577,Switzerland
6443,Offshore Boat,Cobalt power boats,"Used boat,Unleaded",2006,99000,12.0,2.9,GRP,136,Croatia
6444,Trawler,Poldijk Jachtbouw B.V. power boats,"Used boat,Diesel",2008,99000,8.5,3.4,GRP,208,Netherlands
6445,Motor Yacht,Striker power boats,Used boat,1976,99000,15.0,4.2,Aluminium,109,Netherlands
6447,Motor Yacht,Hatteras power boats,"Used boat,Diesel",1976,99000,19.5,4.72,GRP,159,Italy
6448,Motor Yacht,,Used boat,1980,99000,14.0,4.45,Steel,146,Netherlands
6453,Motor Yacht,Astor power boats,"Used boat,Diesel",1991,99000,14.1,4.3,GRP,102,Croatia
6454,Flybridge,Neptunus power boats,"Used boat,Diesel",1991,99000,15.0,4.5,GRP,147,Italy
6457,Motor Yacht,,"Used boat,Diesel",1983,99000,15.09,4.25,Aluminium,160,Germany
6458,Motor Yacht,Pershing power boats,"Used boat,Diesel",1999,99000,14.2,4.04,GRP,218,Spain
6459,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2000,99000,11.58,3.96,GRP,130,Germany
6461,Trawler,Valkkruiser power boats,Used boat,1992,99000,13.0,3.65,Steel,127,Netherlands
6462,Cabin Boat,Apreamare power boats,"Used boat,Diesel",1998,99000,13.62,4.43,GRP,168,France
6463,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2004,99000,11.95,3.99,GRP,131,Croatia
6465,Motor Yacht,Cantieri Navali Arno power boats,"Used boat,Diesel",1986,99000,19.0,5.25,,104,Italy
6467,Motor Yacht,De Boarnstream power boats,"Used boat,Diesel",1999,99000,10.6,3.65,Steel,166,Germany
6470,Motor Yacht,Boston Whaler power boats,Used boat,2005,99000,9.8,3.09,GRP,104,Spain
6472,Sport Boat,Bayliner power boats,"Used boat,Unleaded",2017,99000,8.15,2.55,GRP,392,Germany
6473,Flybridge,Neptunus power boats,Used boat,1996,99000,12.9,4.2,GRP,107,Netherlands
6474,Flybridge,,"Used boat,Diesel",1990,99000,16.07,4.64,Steel,119,Netherlands
6475,Motor Yacht,Maxum power boats,"Used boat,Diesel",2004,99000,10.0,3.8,GRP,103,Germany
6476,Trawler,,Used boat,1985,99000,11.6,3.6,Steel,140,Netherlands
6477,Trawler,Babro power boats,"Used boat,Diesel",2000,99000,11.2,3.75,Steel,146,Netherlands
6478,Motor Yacht,Pershing power boats,"Used boat,Diesel",1998,99000,13.2,3.98,PVC,130,France
6479,Flybridge,Schachner power boats,"Used boat,Diesel",1994,99000,11.5,4.0,GRP,174,Izola
6480,House Boat,,Used boat,2017,99000,7.0,2.5,Aluminium,260,83278
6481,Sport Boat,Cruisers Yachts power boats,"Used boat,Diesel",2015,99000,8.74,2.55,GRP,248,Germany
6482,Flybridge,Jeanneau power boats,"Used boat,Diesel",2006,99000,10.4,3.6,PVC,145,France
6483,Flybridge,Princess power boats,"Used boat,Diesel",1999,99000,12.01,3.83,GRP,436,Netherlands
6485,Sport Boat,MasterCraft power boats,"Used boat,Unleaded",2019,98900,6.8,2.59,GRP,193,Germany
6488,Sport Boat,Invictus power boats,"Display Model,Unleaded",2020,98800,8.7,2.7,GRP,147,Switzerland
6489,Motor Yacht,Fairline power boats,"Used boat,Diesel",2004,98800,10.49,3.45,GRP,275,Germany
6491,House Boat,,Used boat,2020,98000,12.56,4.0,Steel,200,Netherlands
6492,Flybridge,Cranchi power boats,"Used boat,Diesel",1995,98000,12.39,3.84,GRP,109,Croatia
6494,Motor Yacht,Fairline power boats,"Used boat,Diesel",2000,98000,10.49,3.45,GRP,118,Portugal
6499,Motor Yacht,Fairline power boats,"Used boat,Diesel",2001,98000,10.5,3.45,,135,Spain
6500,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2008,98000,11.98,3.99,GRP,140,Croatia
6502,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2008,98000,11.0,4.0,GRP,144,Croatia
6503,"Classic,Trawler",,Used boat,1955,98000,19.23,5.5,Wood,167,Netherlands
6504,Motor Yacht,Paragon power boats,"Used boat,Diesel",2009,98000,8.52,3.0,GRP,582,Netherlands
6505,Motor Yacht,Prestige Yachts power boats,"Used boat,Diesel",2005,98000,10.0,3.0,PVC,106,Croatia
6507,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2006,98000,11.35,3.84,,125,Italy
6508,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2016,98000,8.5,2.99,GRP,317,Novi
6510,Sport Boat,Fairline power boats,"Used boat,Diesel",1999,98000,11.8,3.8,Plastic,405,Spain
6511,Trawler,Doggersbank power boats,Used boat,1985,98000,12.95,3.85,Steel,107,Netherlands
6512,Offshore Boat,Grady White Boats power boats,"Used boat,Gas",1998,98000,9.5,3.3,GRP,146,Hungary
6513,Sport Boat,Kaiser Bootsmanufaktur power boats,"Used boat,Electric",2019,98000,6.02,2.15,Wood,243,Germany
6517,Motor Yacht,Four Winns power boats,"Used boat,Diesel",2009,97900,10.0,3.0,GRP,197,Croatia
6520,Trawler,,"Used boat,Diesel",1997,97000,12.1,3.8,Steel,154,Netherlands
6521,Trawler,,"Used boat,Diesel",2017,97000,9.32,3.05,GRP,185,Germany
6523,Runabout,Comitti power boats,"Used boat,Unleaded",2016,96500,7.8,2.3,GRP,290,Switzerland
6527,Pontoon Boat,Quicksilver (Brunswick Marine) power boats,"Display Model,Unleaded",2018,96000,8.91,2.98,GRP,146,Italy
6531,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2002,96000,10.83,3.84,PVC,159,France
6532,Motor Yacht,Sealine power boats,"Used boat,Diesel",2004,96000,10.5,3.35,GRP,233,Germany
6533,Pilothouse,,"Used boat,Diesel",2010,96000,8.38,2.94,,121,Germany
6535,Sport Boat,Cobalt power boats,Used boat,2017,95995,7.26,2.59,,104,Spain
6538,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,95790,8.23,2.99,GRP,118,Austria
6539,Sport Boat,Sea Ray power boats,"new boat on order,Unleaded",2021,95600,7.15,2.54,GRP,103,Germany
6546,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",2001,95000,12.26,3.64,GRP,161,Italy
6547,Flybridge,Jeanneau power boats,"Used boat,Diesel",2003,95000,10.83,3.84,GRP,143,Italy
6549,Motor Yacht,Birchwood power boats,"Used boat,Diesel",2002,95000,10.36,3.42,,131,Germany
6550,Sport Boat,,"Used boat,Unleaded",2016,95000,8.95,2.99,,199,United
6552,Flybridge,Sealine power boats,"Used boat,Diesel",1996,95000,11.3,3.68,GRP,108,Croatia
6554,Motor Yacht,,"Used boat,Unleaded",2017,95000,8.95,2.99,PVC,110,France
6555,Trawler,,Used boat,1985,95000,11.0,3.6,Steel,103,Netherlands
6558,Trawler,,Used boat,2003,95000,13.55,4.14,Steel,126,Netherlands
6561,Motor Yacht,Linssen power boats,"Used boat,Diesel",1997,95000,10.1,3.45,GRP,122,Germany
6563,Motor Yacht,Innovazioni e Progetti power boats,Used boat,2002,95000,12.39,3.7,GRP,102,Italy
6565,Motor Yacht,Chaparral power boats,Used boat,2010,95000,9.45,3.05,GRP,139,Croatia
6570,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,95000,6.0,2.77,PVC,103,Spain
6572,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2017,95000,9.07,2.99,PVC,105,France
6573,Motor Yacht,Tornado power boats,"Used boat,Diesel",2006,95000,10.79,3.86,GRP,104,Italy
6574,Flybridge,,"Used boat,Diesel",1996,95000,12.0,3.9,GRP,115,Germany
6577,Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2017,95000,8.3,2.55,GRP,112,Germany
6579,"Cabin Boat,Flybridge,Motor Yacht",Dellapasqua power boats,"Used boat,Diesel",1996,95000,12.0,3.9,GRP,337,Germany
6582,Pilothouse,Parker power boats,new boat from stock,2019,93319,6.95,2.55,,232,Switzerland
6583,Motor Yacht,Sunseeker power boats,"Used boat,Unleaded",1989,85000,13.41,3.08,GRP,253,France
6585,"Classic,Motor Yacht",Riva power boats,"Used boat,Unleaded",1956,93000,5.7,1.92,Wood,236,Germany
6588,"Classic,Motor Yacht,Sport Boat",Pedrazzini power boats,"Used boat,Unleaded",1961,99500,6.6,2.4,Wood,348,Switzerland
6590,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2020,92572,8.81,2.96,PVC,122,Portugal
6592,Motor Yacht,Cranchi power boats,"Used boat,Diesel",1998,92500,12.41,3.84,GRP,111,Portugal
6594,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1990,92500,15.0,4.5,GRP,107,Netherlands
6596,Sport Boat,Monterey power boats,"new boat from stock,Unleaded",2017,99900,7.6,2.6,GRP,107,Switzerland
6597,Wakeboard/Wakesurf,Glastron power boats,"new boat from stock,Unleaded",2018,92407,7.37,2.54,GRP,241,Switzerland
6598,Motor Yacht,Jeanneau power boats,new boat from stock,2020,92271,10.52,3.2,GRP,117,Germany
6599,Cabin Boat,Bayliner power boats,"new boat from stock,Unleaded",2020,92140,7.48,2.55,GRP,246,Germany
6600,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2011,92000,10.28,3.59,,239,Italy
6604,Flybridge,,"Used boat,Diesel",2000,92000,14.88,4.25,GRP,124,Croatia
6606,"Cabin Boat,Classic",Nordic power boats,"Used boat,Diesel",2010,92000,7.35,2.45,GRP,281,Denmark
6607,Pilothouse,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,91999,8.91,2.98,GRP,223,Germany
6610,Motor Yacht,,"Used boat,Diesel",1989,91800,14.0,4.7,GRP,187,Germany
6612,Motor Yacht,Bayliner power boats,"Used boat,Diesel",2000,90000,13.2,4.2,GRP,169,Italy
6613,Flybridge,Jeanneau power boats,"Used boat,Diesel",2011,90000,9.07,3.33,,134,Italy
6615,Pilothouse,Sealine power boats,"Used boat,Diesel",2001,90000,11.3,3.68,GRP,212,Italy
6619,Trawler,,"Used boat,Diesel",2005,90000,10.6,3.5,Steel,106,France
6622,Offshore Boat,,Used boat,1995,90000,11.58,2.36,GRP,157,Italy
6626,Motor Yacht,Riviera power boats,Used boat,1997,90000,13.6,3.35,GRP,115,France
6630,Motor Yacht,Colombo power boats,"Used boat,Diesel",2004,90000,10.54,2.98,GRP,130,Italy
6631,Motor Yacht,Aquador power boats,Used boat,2006,90000,8.8,3.1,,231,Finland
6633,Sport Boat,Rand Boats power boats,"Display Model,Unleaded",2019,90000,7.4,2.51,PVC,235,Switzerland
6634,Wakeboard/Wakesurf,Nautique power boats,"Used boat,Unleaded",2013,90000,7.6,2.6,GRP,245,Italy
6635,Cabin Boat,,"Used boat,Diesel",2017,90000,9.07,3.27,GRP,298,Italy
6636,Offshore Boat,Performance power boats,"Used boat,Unleaded",1995,90000,11.0,3.0,Plastic,401,Italy
6637,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2014,90000,11.0,3.0,GRP,111,Italy
6638,Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2006,90000,11.76,3.7,GRP,203,Italy
6639,Sport Boat,MasterCraft power boats,"Used boat,Unleaded",2017,89999,6.1,2.49,GRP,275,Germany
6641,House Boat,,Used boat,2019,89950,9.0,3.6,,146,Netherlands
6645,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2016,89500,8.39,2.59,PVC,191,Poland
6650,Motor Yacht,Bayliner power boats,Used boat,1997,89500,12.8,4.1,GRP,147,Netherlands
6653,Trawler,,Used boat,1992,89500,12.4,4.05,Steel,131,Netherlands
6654,Deck Boat,Makma power boats,Used boat,2005,89500,9.07,3.31,GRP,146,Netherlands
6655,Sport Boat,Cobalt power boats,"Used boat,Gas",2014,89500,8.68,2.59,,259,Poland
6658,Flybridge,Princess power boats,"Used boat,Diesel",1995,89000,12.01,3.89,,236,Italy
6659,Flybridge,Astondoa power boats,"Used boat,Diesel",1991,89000,14.58,4.54,GRP,105,Spain
6660,Flybridge,Sealine power boats,"Used boat,Diesel",1994,89000,11.3,3.7,,196,Italy
6663,Sport Boat,Bavaria power boats,"Used boat,Unleaded",2015,89000,9.35,2.99,GRP,217,Spain
6664,Flybridge,Bayliner power boats,"Used boat,Diesel",1995,89000,12.12,3.99,GRP,171,Italy
6669,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1997,89000,11.89,3.65,GRP,156,Spain
6671,Flybridge,,"Used boat,Diesel",2006,89000,10.74,3.68,PVC,103,France
6672,Motor Yacht,,"Used boat,Unleaded",2010,89000,9.8,2.96,,109,Italy
6674,Motor Yacht,Windy power boats,"Used boat,Diesel",1997,89000,11.14,3.5,GRP,279,Croatia
6675,Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,89000,8.8,2.97,GRP,121,Spain
6679,Hardtop,,"Used boat,Diesel",1999,89000,9.9,3.2,GRP,153,Germany
6683,Flybridge,Horizon Yacht power boats,"Used boat,Diesel",2000,89000,14.88,4.25,GRP,219,Croatia
6685,Motor Yacht,Hardy Marine power boats,Used boat,2000,89000,11.5,3.66,GRP,119,Finland
6686,Motor Yacht,Pedro power boats,"Used boat,Diesel",1998,89000,10.5,3.5,Steel,149,Germany
6688,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1991,89000,11.7,3.5,,378,Austria
6689,Sport Boat,Windy power boats,"Used boat,Unleaded",2004,89000,8.45,2.68,GRP,332,Germany
6690,Sport Boat,Sunseeker power boats,"Used boat,Diesel",2000,89000,11.06,3.11,GRP,245,Spain
6692,Flybridge,Sea Ray power boats,"Used boat,Diesel",1996,89000,13.4,4.34,GRP,226,Turkey
6693,Trawler,,Used boat,2001,89000,11.0,3.95,Steel,123,Netherlands
6695,Sport Boat,,Used boat,1994,89000,15.0,4.75,GRP,142,Italy
6696,Sport Boat,Performance power boats,"Used boat,Unleaded",2007,89000,8.5,2.59,,309,Italie
6697,Motor Yacht,Sealine power boats,"Used boat,Diesel",2006,89000,11.51,3.75,PVC,108,France
6699,Classic,Riva power boats,"Used boat,Unleaded",1970,89000,6.55,2.33,Wood,534,Italy
6700,Motor Yacht,Doral power boats,"Used boat,Unleaded",2005,89000,10.0,3.4,GRP,288,Dalmatien
6702,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2007,89000,9.52,3.32,GRP,233,Netherlands
6703,Classic,van de Werf power boats,"Used boat,Diesel",1901,89000,11.0,3.0,Steel,868,Germany
6704,Flybridge,Fairline power boats,"Used boat,Diesel",1990,89000,12.91,4.18,GRP,132,Italy
6706,Motor Yacht,Rhea power boats,"Used boat,Diesel",2005,88000,9.75,3.3,PVC,118,France
6707,"Bowrider,Cabin Boat,Deck Boat",Bavaria power boats,"Used boat,Unleaded",2016,88000,8.3,2.96,GRP,435,Spain
6710,Cabin Boat,Storebro power boats,"Used boat,Diesel",1973,88000,10.35,3.2,Wood,335,Germany
6711,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2007,87900,10.0,3.0,GRP,129,Croatia
6713,"Motor Yacht,Wakeboard/Wakesurf",Malibu power boats,"Used boat,Unleaded",2017,95000,7.01,2.59,,826,Switzerland
6714,Flybridge,Nimbus power boats,"Used boat,Unleaded",1996,95000,10.15,3.37,GRP,406,Switzerland
6715,"Classic,Sport Boat,Water ski",Boesch power boats,"Used boat,Unleaded",1971,95000,5.8,2.1,Wood,310,Switzerland
6716,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2020,87785,7.99,2.54,GRP,361,Switzerland
6717,Sport Boat,Ganz Boats power boats,new boat from stock,2019,87700,6.8,2.35,,110,Italy
6719,Motor Yacht,Skilso power boats,Used boat,2000,87500,9.9,3.2,GRP,141,Netherlands
6720,Motor Yacht,Pfeil power boats,"Used boat,Diesel",1992,87500,13.65,4.0,GRP,114,Germany
6721,Motor Yacht,Scand power boats,"Used boat,Diesel",2004,87500,11.0,3.45,GRP,201,Germany
6722,Motor Yacht,,"Used boat,Diesel",2008,87500,14.8,4.0,Steel,315,Netherlands
6723,Motor Yacht,,"Used boat,Diesel",2004,87500,11.0,3.45,GRP,144,Germany
6725,Pilothouse,AMT power boats,"new boat from stock,Unleaded",2020,94190,6.4,2.4,GRP,135,Switzerland
6726,Trawler,Kramer power boats,"Used boat,Diesel",1989,87000,14.07,4.27,Steel,118,Germany
6728,Sport Boat,Prestige Yachts power boats,"Used boat,Diesel",2005,87000,10.54,3.64,PVC,102,Spain
6730,Flybridge,Astondoa power boats,"Used boat,Diesel",1999,87000,11.39,3.97,,110,Spain
6731,Motor Yacht,Doral power boats,"Used boat,Diesel",2002,87000,9.6,3.4,GRP,308,Germany
6733,Flybridge,Sealine power boats,"Used boat,Diesel",1997,87000,10.59,3.35,GRP,150,Portugal
6734,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2009,87000,10.0,3.33,,129,Italy
6736,Motor Yacht,Edership power boats,Used boat,1984,86000,13.71,4.5,GRP,117,Croatia
6737,Fishing Boat,Boston Whaler power boats,"Used boat,Diesel",2001,86000,11.43,4.03,GRP,122,Italy
6742,Sport Boat,,"new boat from stock,Unleaded",2019,86000,8.5,1.9,PVC,112,France
6743,Motor Yacht,Nimbus power boats,"Used boat,Diesel",1996,86000,10.0,3.3,Plastic,832,Germany
6744,Bowrider,Regal power boats,"new boat from stock,Unleaded",2021,85962,6.8,2.5,GRP,128,Germany
6747,Cabin Boat,Bayliner power boats,"Used boat,Unleaded",2017,85900,8.88,2.55,GRP,135,Spain
6748,Motor Yacht,Princess power boats,"Used boat,Diesel",1995,92000,11.76,3.86,GRP,263,Switzerland
6749,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,85650,8.7,2.7,GRP,210,Switzerland
6750,Cabin Boat,Eolo power boats,"new boat from stock,Unleaded",2019,85630,7.3,2.55,GRP,116,Germany
6751,Motor Yacht,Sealine power boats,"Used boat,Diesel",1999,92500,10.5,3.35,GRP,397,Switzerland
6755,Motor Yacht,Princess power boats,Used boat,1995,85000,12.5,4.0,,138,Italy
6757,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2007,85000,11.4,3.68,GRP,254,Croatia
6758,Trawler,Colvic power boats,"Used boat,Diesel",1983,85000,11.58,3.94,GRP,131,Portugal
6760,Flybridge,Princess power boats,"Used boat,Diesel",1996,85000,11.98,3.83,GRP,159,Croatia
6762,Motor Yacht,Fairline power boats,"Used boat,Diesel",1994,85000,11.71,3.76,,220,Italy
6763,Center console boat,,"Used boat,Diesel",2005,85000,14.2,4.25,,107,Italy
6764,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2007,85000,10.85,3.68,GRP,196,Croatia
6765,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,85000,8.26,2.95,PVC,101,France
6769,Motor Yacht,Windy power boats,"Used boat,Diesel",1998,85000,9.99,3.5,GRP,178,Germany
6771,Motor Yacht,Platinum power boats,"Used boat,Diesel",2006,85000,12.3,3.8,GRP,348,Italy
6773,Sport Boat,MasterCraft power boats,"Used boat,Unleaded",2019,85000,6.09,2.46,GRP,110,France
6776,Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,85000,9.98,3.35,GRP,134,France
6777,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2001,85000,11.6,3.84,PVC,146,France
6779,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2007,85000,11.93,3.5,,131,Spain
6784,Flybridge,Marine Projects power boats,"Used boat,Diesel",1990,85000,13.68,4.26,GRP,155,France
6788,Pontoon Boat,Cranchi power boats,"Used boat,Diesel",2007,85000,10.34,3.5,GRP,123,Italy
6789,Flybridge,Raffaelli power boats,"Used boat,Diesel",1997,85000,11.4,3.76,GRP,397,France
6790,Motor Yacht,Sessa power boats,"Used boat,Diesel",2007,85000,10.6,3.56,,152,Italy
6792,Trawler,Funcraft power boats,"Used boat,Diesel",1992,85000,14.25,4.15,Steel,243,Germany
6794,Motor Yacht,Gobbi power boats,Used boat,2002,85000,11.35,3.55,GRP,121,Netherlands
6795,Sport Boat,,"Used boat,Diesel",2002,85000,12.91,2.5,,315,Italy
6796,"Classic,Runabout",,Used boat,1954,84000,6.8,2.2,Wood,101,Austria
